버스정류소명,버스정류소ID
회기동현대아파트,6320
우산빌딩앞,6321
배봉산입구,6322
면곡시장,6324
동부아파트,6330
자동차부품상가,6335
"청량리한신아파트, 청량사입구",6349
장안동삼성쉐르빌아파트앞,6356
동대문노인종합복지관,6357
쌍용아파트,6358
쌍용아파트,6359
삼육서울병원,6416
동일스위트리버앞.휘봉고교,6417
엘림교회.대명신협앞,6418
휘봉초등학교,6419
휘경미소지움아파트,6422
휘경공고.휘경주공아파트,6423
용두동신동아아파트,6424
청량리수산시장,6426
신설동로터리.서울풍물시장,6774
경동시장앞,6775
경동시장사거리,6776
동답초교.대림아파트,6779
동대문노인종합복지관,6999
망우역.상봉터미널,7001
망우역.상봉터미널,7002
상봉역.중랑우체국,7003
상봉역.중랑우체국,7004
중랑역.동부시장,7005
중랑역.동부시장,7006
망우역.망우지구대,7007
망우역.망우지구대,7008
우림시장.망우사거리,7009
우림시장.망우사거리,7010
금란교회,7011
금란교회,7012
동부제일병원,7013
동부제일병원,7014
극동늘푸른아파트,7101
묵동자이.신도브래뉴아파트,7102
묵동삼거리.먹골역,7103
먹골역. 묵동자이아파트,7104
한국전력동대문중랑지사,7105
한국전력동대문중랑지사,7106
지하철7호선중화역,7107
지하철7호선중화역,7108
국민은행중화동지점,7109
중화동한신아파트,7110
KT중랑지점사거리,7111
KT중랑지점사거리,7112
면목2동주민센터,7113
중목초등학교,7114
면목2동,7115
면목2동,7116
면목5동주민센터.중랑구치매지원센터,7117
장안시장.중랑구치매지원센터,7118
면목신우아파트,7119
면목신우아파트,7120
면목119안전센터,7121
경남아너스빌아파트앞,7122
늘푸른동아아파트,7123
중랑역동부시장1,7124
중랑역.동부시장1,7125
한샘교회,7128
국민은행망우동지점,7129
지하철7호선상봉역,7130
국민은행망우동지점,7131
지하철7호선상봉역,7132
망우역,7133
망우역,7134
망우지구대,7135
하나은행망우동지점,7137
금란교회앞,7140
금란교회앞,7141
망우동고개,7143
서울우유앞,7144
서울우유앞,7145
중랑초등학교,7146
중랑초등학교,7147
동부시장 남문입구,7148
동부시장 남문입구,7149
88병원,7150
상봉2동주민센터,7151
상봉2동주민센터,7152
상봉2동주민센터,7153
면목6거리,7154
면목6거리,7155
상봉신협,7156
상봉신협,7157
상봉터미널입구,7158
상봉터미널입구,7159
혜원여중고입구,7160
혜원여중고입구,7161
봉우재고개,7162
봉우재고개,7163
우림시장,7164
우림시장,7165
지하철7호선상봉역,7166
지하철7호선상봉역,7167
면목초등학교,7168
면목초등학교,7169
지하철7호선면목역,7170
지하철7호선면목역,7171
면목본동주민센터,7172
면목본동주민센터,7173
면동초등학교,7174
면동초등학교,7175
면목우체국.녹색병원,7176
면목우체국.녹색병원,7177
지하철7호선사가정역,7178
지하철7호선사가정역,7179
면목시장,7180
면남초등학교,7181
면남초등학교,7182
방약국앞,7183
방약국앞,7184
중곡초등학교,7185
중곡초등학교,7186
삼용사입구,7187
삼용사입구,7188
용마공원입구,7189
용마공원입구,7190
망우3동주민센터.면일초교,7191
망우3동주민센터,7192
서일대학교,7193
서일대학교,7194
용마문화복지센터,7195
용마문화복지센터,7196
중화중학교.면목고등학교,7197
중화중학교.다문화가족지원센터,7198
면중초등학교,7199
면중초등학교,7200
한양수자인사가정파크,7201
면목동금호어울림아파트,7203
면목동금호어울림아파트,7204
면목동대원칸타빌아파트,7205
용마폭포공원,7206
용마폭포공원,7207
용마산역,7208
용마산역,7209
면목동,7210
면목동,7211
묵동구길,7212
묵동구길,7213
묵1동주민센터입구.먹골역,7214
묵1동주민센터입구.먹골역,7215
신성은하수아파트,7216
신성은하수아파트,7217
면목2동한신아파트,7218
면목2동한신아파트,7219
면목5동,7220
면목5동,7221
동서그랜드맨션,7222
동서그랜드맨션,7223
하나은행면목지점,7224
하나은행면목지점,7225
면목복개천,7226
면목복개천,7227
지하철7호선면목역,7228
면목역,7229
농협앞,7230
농협앞,7231
혜원여중고후문,7232
혜원여중고후문,7233
면목사거리,7234
면목사거리,7235
녹색병원입구,7236
녹색병원입구,7237
면목두산아파트1차,7238
면목두산아파트1차,7239
면목두산아파트4.5단지,7240
면목두산아파트4.5단지,7241
사가정센트럴아이파크아파트,7242
홈플러스면목동점,7243
면목두산아파트2차,7244
면목두산아파트2차,7245
사가정역,7246
사가정역,7247
사가정시장,7248
사가정시장,7249
용마산교차로,7250
중화2동주민센터,7251
중화2동주민센터,7252
지하철7호선중화역3번출구,7253
지하철7호선중화역3번출구,7254
지하철7호선중화역2번출구,7255
지하철7호선중화역2번출구,7256
중흥초등학교,7257
중흥초등학교,7258
이화연립경동제일교회앞,7259
이화연립경동제일교회앞,7260
쌍용아파트신내테크노타운앞,7261
쌍용아파트신내테크노타운앞,7262
엘지아파트앞,7263
엘지아파트앞,7264
신현중학교,7265
신현중학교,7266
중랑구청,7267
중랑구청,7268
동성프라자앞,7269
동성프라자앞,7270
성원아파트경남아너스빌앞,7271
성원아파트경남아너스빌앞,7272
중랑구청사거리,7273
중랑구청사거리,7274
신내동성3차아파트,7275
신내동성1.2차아파트,7276
신내10단지아파트,7277
신내9단지아파트,7278
신내8단지아파트.서울의료원,7279
신내9단지아파트.서울의료원,7280
신내7단지아파트홈플러스,7281
신내7단지아파트홈플러스,7282
봉화초등학교,7283
봉화초등학교,7284
신내6단지,7285
신내6단지,7286
신내6단지아파트,7287
신내우체국.5단지두산대림아파트,7288
신내우체국.5단지두산대림아파트,7289
구립도서관체육관,7290
구립도서관체육관,7291
신내4단지아파트,7292
신내4단지아파트,7293
지하철6호선화랑대역,7294
지하철6호선화랑대역,7295
봉화산역2번출구,7296
봉화산역3번출구,7297
중랑경찰서후문,7298
새우개마을,7299
신내능마을,7300
신내능마을,7301
신내교회.신내데시앙아파트,7302
신내교회.신내데시앙아파트,7303
신내초등학교,7304
신내새한아파트앞,7305
능산지하차도,7306
능산지하차도,7307
상봉터미널,7308
상봉터미널,7309
혜원여중고후문,7310
혜원여중고후문,7311
동원시장,7312
동원시장,7313
면목본동파출소,7314
면목본동파출소,7315
중화2동체육공원,7316
중화빗물펌프장,7317
중화2동새마을금고,7318
중화2동새마을금고,7319
중랑교동부시장,7320
중랑교동부시장,7321
아남리치카운티아파트,7324
망우동고개,7325
망우금호어울림아파트,7327
망우동금호어울림아파트,7328
경남아파트,7329
서울특별시북부병원,7330
양원역입구,7331
양원역입구,7332
양원리,7333
양원리,7334
동서울교회,7335
동서울교회,7336
중랑공영차고지,7337
면목아남아파트,7346
중랑소방서,7347
세방아파트입구,7348
원묵고등학교,7349
먹골파출소.신안아파트입구,7350
먹골파출소.신안아파트입구,7351
신안2차아파트,7352
신안2차아파트입구,7353
중랑소방서,7354
송곡여고양원역,7355
송곡여고양원역,7356
엘림재가방문요양센터,7357
엘림재가방문요양센터,7358
이화미디어고등학교,7359
이화미디어고등학교,7360
금란교회,7361
금란교회,7362
망우사거리,7363
망우사거리,7364
국민은행망우동지점,7365
국민은행망우동지점,7366
신내6단지아파트,7367
이수아파트앞시장입구,7369
이수아파트앞시장입구,7370
묵동교,7371
묵동교,7372
동양쇼핑,7373
우리은행,7375
하나은행,7376
한국아파트,7377
동구햇살아파트,7378
묵동롯데시네마,7379
묵동롯데시네마,7380
브라운캐슬,7381
두리마트,7382
먹골역입구,7383
먹골역입구,7384
묵2동주민센터,7385
묵2동주민센터,7386
금보당금은방,7387
금보당금은방,7388
신묵초등학교입구,7389
신묵초등학교중랑경찰서,7390
제일시장,7391
제일프라자,7392
신동신약국,7393
신동신약국,7394
중화역입구대원사약국,7395
중화역입구대원사입구,7396
태릉시장입구,7397
태릉프라자약국농협,7398
태릉시장입구굴다리,7399
우남푸르미아아파트,7401
우남푸르미아아파트,7402
신내초등학교,7403
신내초등학교,7404
경남아파트,7405
대명프라자,7406
건영아파트,7407
상봉1동주민센터,7408
상봉1동주민센터,7409
신내쌍용아파트,7410
신내쌍용아파트,7411
면목두산아파트2.3단지,7415
망우역,7417
중랑공영차고지.신내역,7418
서울특별시북부병원,7420
양원역,7421
성은교회앞,7422
해모로아파트앞,7424
먹골역,7425
먹골역,7426
중화2동체육공원,7427
태릉고등학교앞,7429
태릉고등학교.원묵초등학교,7430
태릉고등학교.원묵초등학교,7431
서울의료원후문,7432
서울의료원후문,7433
신내데시앙아파트후문,7434
신내데시앙아파트후문,7435
중화중학교삼거리,7436
새우개마을입구,7437
신내차량사업소입구,7438
용마산빌라,7439
신내역1번출구,7440
능말입구,7442
망우리역사문화공원,7443
망우리역사문화공원,7444
능말입구,7447
중랑경찰서후문,7448
신내데시앙아파트,7449
당너머,7450
당너머,7451
우디안아파트220동앞,7452
우디안아파트220동앞,7453
신내데시앙포레아파트정문앞,7454
새솔초등학교입구,7455
새솔초등학교,7456
중랑경찰서정문.우디안101동앞,7457
중랑경찰서정문.우디안101동앞,7458
신내우디안아파트107동앞,7459
신내우디안아파트107동앞,7460
신내10단지아파트,7461
중랑공영차고지삼거리,7462
우디안아파트114동앞,7463
우디안아파트114동앞,7464
중랑공영차고지.신내역,7550
사가정역,7554
월곡뉴타운,8001
월곡뉴타운,8002
길음뉴타운,8003
길음뉴타운,8004
미아리고개.미아리예술극장,8005
미아리고개.미아리예술극장,8006
돈암사거리.성신여대입구,8007
돈암사거리.성신여대입구,8008
삼선교.한성대학교,8009
삼선교.한성대학교,8010
숭곡초교입구,8101
창문여고,8102
동방주유소앞,8103
장위동그린빌아파트,8104
북서울꿈의숲,8105
장월초등학교,8106
국민대앞,8107
국민대앞,8108
국민대학교앞,8110
청덕초등학교,8111
청덕초교,8112
북악중학교,8113
고려대사범대학부속고등학교,8114
봉국사,8115
봉국사,8116
정릉2동주민센터,8117
정릉2동주민센터,8118
숭덕초교,8119
숭덕초교,8120
정릉길음시장,8121
정릉길음시장.길음뉴타운9단지,8122
돈암동삼성아파트입구,8123
길음역,8124
돈암1동주민센터,8125
돈암1동주민센터,8126
종암사거리,8127
KT월곡지사,8128
KT월곡지사,8129
종암SK아파트,8130
성북구보건소,8131
월곡역,8132
월곡역,8133
동덕여대앞,8134
한국과학기술연구원입구,8135
상월곡역,8136
월곡중학교,8137
월곡중학교,8138
새석관시장,8139
새석관시장,8140
돌곶이역,8141
돌곶이역,8142
장위동동원베네스트.온누리병원,8143
석관동주민센터,8144
석관동주민센터,8145
석계역굴다리앞,8146
석계역,8147
성가복지병원,8148
성가복지병원,8149
종암사거리입구,8150
종암사거리입구,8151
종암동주민센터,8152
종암동주민센터,8153
숭례초교,8154
숭례초등학교,8155
고대앞,8156
우신향병원,8157
안암오거리,8158
대광초교,8159
정릉북한산국립공원입구,8160
정릉산장아파트,8161
정릉대우아파트,8162
정릉4동주민센터.경국사,8163
정릉4동주민센터.경국사,8164
성북청수도서관.정릉4동성당,8165
성북청수도서관.정릉4동성당,8166
정릉시장입구,8167
정릉시장입구,8168
정릉우체국앞,8169
정릉우체국앞,8170
미아초교,8171
미아초교,8172
길음동동부아파트,8173
길음동동부아파트,8174
삼선동주민센터,8175
삼선동주민센터,8176
성북구청.성북경찰서,8177
성북구청.성북경찰서,8178
보문역,8179
보문역,8180
보문동성당,8181
보문동성당,8182
보문동주민센터,8183
보문동주민센터,8184
월계2교.참누리아파트,8185
월계2교,8186
광운초교앞,8187
광운초교,8188
장위3동주민센터,8189
장위3동주민센터,8190
장삼주유소,8191
장삼주유소,8192
장위사거리,8193
장위사거리,8194
석관중고등학교앞,8195
석관고등학교,8196
석관동코오롱아파트,8197
석관동코오롱아파트,8198
북서울꿈의숲,8199
북서울꿈의숲,8200
장곡초교앞,8201
장곡초교앞,8202
하나은행장위동지점,8203
하나은행장위동지점,8204
장위동원천주유소,8205
장위동원천주유소,8206
